air_temperature,air_humidity,soil_moisture,solar_radiation,ndvi,days_since_rain,wind_speed,risk_class
26.0,57.0,36.9,772.0,0.658,6.0,28.0,0
30.9,36.0,72.1,802.0,0.319,4.0,11.0,2
21.8,56.3,27.2,333.0,0.765,10.0,39.6,1
30.6,37.3,45.9,321.0,0.623,18.0,5.4,0
21.4,26.7,42.2,457.0,0.684,0.0,7.4,1
32.5,40.5,28.6,581.0,0.754,14.0,3.8,0
39.3,87.2,40.6,487.0,0.482,10.0,15.8,0
25.3,55.1,30.8,610.0,0.847,16.0,35.4,0
12.8,64.0,32.3,511.0,0.594,14.0,19.8,0
22.7,50.8,11.4,499.0,0.892,9.0,4.1,2
33.4,27.8,37.6,954.0,0.459,10.0,5.7,2
29.3,76.9,52.4,425.0,0.879,7.0,18.1,0
27.5,20.9,38.9,815.0,0.457,17.0,4.0,2
32.1,50.0,55.4,780.0,0.95,3.0,9.1,0
28.9,59.0,47.3,611.0,0.449,7.0,1.8,1
33.3,64.1,37.0,173.0,0.81,11.0,7.3,0
31.5,46.9,28.0,526.0,0.555,12.0,10.9,1
35.1,26.9,30.2,427.0,0.749,12.0,11.3,1
28.2,45.6,14.5,524.0,0.613,9.0,14.4,2
31.4,46.5,33.7,329.0,0.424,12.0,26.6,2
24.2,46.1,40.3,656.0,0.117,10.0,20.7,1
22.4,77.5,65.4,697.0,0.95,19.0,19.5,0
36.2,38.2,46.5,731.0,0.633,3.0,17.5,1
27.3,65.4,24.2,451.0,0.09,12.0,11.5,2
30.8,62.8,15.0,329.0,0.674,6.0,9.3,2
26.7,77.3,34.7,583.0,0.744,7.0,21.5,0
22.5,57.6,51.0,836.0,0.491,20.0,17.9,0
26.1,74.2,34.5,532.0,0.492,20.0,5.1,1
34.6,56.9,46.7,601.0,0.616,17.0,15.3,0
29.3,67.8,35.1,478.0,0.836,4.0,11.6,0
15.7,32.9,49.5,429.0,0.638,4.0,13.7,0
24.7,12.5,12.4,638.0,0.883,2.0,23.7,2
36.7,66.8,63.7,501.0,0.824,18.0,5.4,0
24.7,67.8,20.2,593.0,0.579,3.0,4.9,0
15.2,68.6,50.7,611.0,0.337,5.0,12.5,0
37.4,50.6,33.6,583.0,0.579,4.0,5.9,1
30.1,86.8,36.1,620.0,0.715,4.0,2.2,0
25.6,51.7,34.1,366.0,0.631,1.0,3.5,0
23.8,67.6,42.1,355.0,0.734,5.0,39.8,0
32.5,70.7,45.3,512.0,0.775,8.0,10.9,0
22.7,90.9,54.9,517.0,0.716,2.0,15.6,0
32.9,54.3,60.5,426.0,0.57,4.0,8.5,1
29.3,48.2,43.3,563.0,0.714,16.0,22.1,0
27.5,33.0,65.4,683.0,0.95,3.0,0.9,0
26.9,87.9,39.5,734.0,0.352,6.0,29.6,1
25.0,67.6,55.2,774.0,0.708,7.0,10.7,0
32.3,68.2,44.9,283.0,0.95,4.0,5.8,0
20.8,100.0,29.2,311.0,0.409,13.0,26.7,1
16.3,65.9,40.9,468.0,0.8,16.0,14.9,0
29.7,36.6,46.1,534.0,0.824,2.0,9.5,1
29.8,56.5,37.5,477.0,0.354,4.0,2.5,0
28.9,42.5,44.6,421.0,0.748,3.0,9.7,0
28.4,52.9,51.8,465.0,0.571,5.0,11.7,0
24.1,52.8,37.6,607.0,0.609,7.0,12.9,0
30.7,49.4,3.0,281.0,0.562,1.0,5.2,2
25.7,34.9,64.9,942.0,0.856,7.0,5.3,1
23.1,88.7,33.2,524.0,0.6,20.0,3.4,1
24.1,65.4,24.8,709.0,0.537,15.0,5.7,1
38.1,55.9,20.0,416.0,0.54,8.0,16.8,2
15.6,73.6,32.6,623.0,0.559,1.0,34.2,1
29.0,68.5,29.0,538.0,0.426,12.0,8.3,1
15.9,65.0,26.2,674.0,0.535,5.0,13.2,1
25.4,72.3,27.1,484.0,0.641,14.0,3.2,0
23.4,62.4,46.5,799.0,0.693,12.0,3.3,1
13.5,72.1,70.5,251.0,0.837,5.0,21.2,0
28.3,73.6,51.1,691.0,0.663,6.0,0.6,0
23.7,62.9,56.0,541.0,0.535,3.0,15.0,0
13.4,56.0,32.0,337.0,0.438,1.0,15.5,0
31.0,87.5,39.7,871.0,0.673,6.0,21.6,0
34.6,51.4,44.8,853.0,0.599,11.0,13.8,1
34.9,67.0,27.4,147.0,0.605,7.0,2.4,1
28.2,67.5,31.2,552.0,0.667,6.0,25.1,0
26.3,49.0,51.7,647.0,0.713,10.0,6.6,0
34.0,45.5,55.4,600.0,0.669,6.0,23.8,1
36.1,53.6,39.1,793.0,0.589,8.0,20.2,0
32.8,51.1,18.9,755.0,0.476,5.0,13.4,2
20.4,33.8,33.3,568.0,0.51,6.0,20.4,1
27.2,48.3,14.9,930.0,0.773,2.0,27.5,1
28.6,64.8,39.2,689.0,0.544,4.0,15.0,0
15.1,82.8,42.1,457.0,0.378,20.0,18.7,1
28.8,70.0,33.7,421.0,0.829,2.0,4.6,1
39.6,13.2,41.9,744.0,0.45,21.0,17.7,2
29.8,71.5,44.7,377.0,0.626,7.0,4.5,1
34.8,50.0,42.1,446.0,0.708,1.0,12.4,0
27.1,68.2,18.8,477.0,0.621,12.0,5.9,1
25.6,59.7,33.9,584.0,0.174,2.0,7.2,2
28.3,56.5,44.6,485.0,0.69,11.0,30.0,0
21.1,58.2,63.3,283.0,0.859,9.0,10.5,0
20.2,59.6,33.6,729.0,0.762,7.0,12.3,0
33.6,84.2,46.8,447.0,0.238,8.0,18.3,2
34.2,59.6,52.1,884.0,0.95,9.0,11.6,0
20.1,79.5,34.9,575.0,0.381,6.0,17.5,0
31.8,76.9,56.4,748.0,0.426,22.0,18.7,2
25.5,72.0,57.2,634.0,0.761,17.0,6.7,0
28.0,27.8,60.1,757.0,0.702,12.0,3.8,0
28.8,80.1,45.3,623.0,0.634,5.0,11.5,0
32.0,51.8,75.8,562.0,0.518,5.0,7.2,0
26.5,72.9,28.2,717.0,0.86,8.0,19.9,1
34.5,42.5,72.0,967.0,0.613,5.0,7.4,1
27.9,38.7,50.3,471.0,0.338,6.0,27.3,0
29.7,95.6,59.4,663.0,0.842,12.0,28.1,1
21.0,42.8,32.9,519.0,0.659,17.0,25.7,1
39.0,80.6,51.5,611.0,0.821,9.0,16.4,0
28.8,62.1,60.8,528.0,0.723,8.0,6.1,0
30.3,52.4,20.6,132.0,0.95,1.0,8.2,1
16.4,59.2,35.4,484.0,0.564,12.0,16.2,0
21.1,36.6,3.7,700.0,0.623,12.0,9.6,2
33.4,59.8,35.1,382.0,0.75,15.0,9.1,1
27.7,40.5,24.9,686.0,0.565,31.0,26.6,2
14.5,52.9,34.5,553.0,0.764,5.0,3.0,0
32.2,76.7,84.8,486.0,0.089,19.0,16.9,2
22.7,64.6,65.5,683.0,0.607,17.0,15.5,0
34.5,33.3,15.0,643.0,0.601,8.0,12.1,2
25.5,75.3,46.9,596.0,0.595,2.0,4.3,0
27.2,59.9,50.8,703.0,0.462,16.0,8.3,0
33.1,50.2,32.6,557.0,0.783,19.0,11.9,1
20.6,73.4,40.9,224.0,0.529,3.0,3.9,0
20.0,57.0,42.4,452.0,0.656,11.0,23.1,0
24.8,39.0,16.5,195.0,0.613,7.0,11.0,2
31.0,93.3,21.5,638.0,0.71,7.0,10.3,1
18.0,59.7,40.8,681.0,0.878,1.0,17.7,0
16.0,58.5,39.6,690.0,0.655,16.0,30.5,0
30.9,52.7,26.7,608.0,0.771,5.0,8.2,1
22.4,81.2,25.3,694.0,0.646,24.0,3.5,2
23.6,50.6,36.6,236.0,0.529,6.0,33.0,0
14.9,32.2,52.2,501.0,0.595,5.0,12.9,0
21.9,47.8,36.8,265.0,0.569,5.0,41.8,1
26.0,83.9,64.0,456.0,0.722,6.0,27.7,0
31.6,75.0,26.9,811.0,0.639,6.0,5.5,2
21.4,55.4,41.1,717.0,0.477,16.0,9.4,0
35.9,84.7,32.3,639.0,0.58,6.0,0.6,1
21.9,73.5,47.4,487.0,0.345,17.0,6.0,1
21.9,55.2,25.5,341.0,0.587,15.0,2.9,0
35.2,57.0,68.8,554.0,0.62,14.0,6.5,1
27.3,65.9,11.0,720.0,0.946,12.0,1.9,2
22.7,45.0,65.4,594.0,0.863,3.0,5.0,0
25.1,60.1,39.4,235.0,0.434,13.0,6.3,0
34.1,65.6,46.8,539.0,0.656,15.0,10.3,1
34.8,29.6,59.4,176.0,0.659,18.0,2.4,0
21.1,56.6,51.7,665.0,0.579,2.0,23.8,0
25.7,54.5,26.3,395.0,0.59,15.0,6.1,1
26.5,78.5,47.6,300.0,0.556,2.0,13.5,0
20.1,26.8,67.9,667.0,0.95,11.0,5.9,1
25.7,53.1,23.8,621.0,0.545,10.0,10.8,1
26.0,51.3,71.9,562.0,0.681,3.0,10.0,0
32.8,77.3,44.2,915.0,0.165,8.0,24.6,2
33.2,59.2,31.1,634.0,0.768,7.0,8.7,0
24.0,92.3,23.7,404.0,0.833,10.0,9.1,1
24.7,71.9,34.4,613.0,0.431,8.0,4.1,0
30.0,52.6,6.7,469.0,0.528,9.0,1.9,2
22.5,64.3,31.4,748.0,0.701,6.0,12.9,0
29.5,53.6,33.8,571.0,0.624,29.0,13.1,0
25.5,75.5,20.8,588.0,0.704,10.0,12.0,1
20.2,36.0,50.0,260.0,0.568,5.0,20.4,0
20.3,45.2,34.5,531.0,0.95,5.0,10.2,0
34.7,68.2,27.8,510.0,0.499,12.0,7.4,1
25.1,82.1,32.8,336.0,0.95,39.0,11.8,0
35.8,20.4,43.7,480.0,0.844,17.0,8.9,1
22.9,84.7,39.2,598.0,0.77,7.0,2.8,0
27.7,57.5,26.8,519.0,0.433,1.0,21.9,1
40.4,26.1,40.0,266.0,0.784,4.0,5.9,1
19.7,8.0,37.2,471.0,0.729,4.0,9.4,0
14.6,32.5,19.8,436.0,0.238,1.0,6.4,2
33.7,59.6,33.4,555.0,0.367,6.0,24.4,1
21.0,58.8,47.3,535.0,0.684,11.0,6.6,0
25.9,71.4,47.2,446.0,0.596,5.0,27.1,0
22.5,50.1,34.3,439.0,0.527,13.0,5.4,0
27.6,40.1,48.8,532.0,0.814,5.0,17.0,0
20.3,52.6,22.3,693.0,0.461,2.0,9.1,1
24.9,60.6,22.8,570.0,0.538,4.0,2.3,1
28.7,64.2,34.0,776.0,0.504,4.0,26.4,1
20.0,45.8,62.0,724.0,0.712,2.0,5.1,0
21.8,76.2,40.6,789.0,0.31,3.0,7.6,0
23.9,48.8,33.6,766.0,0.53,1.0,12.7,0
17.4,44.3,62.7,801.0,0.31,1.0,3.5,1
23.5,50.2,33.4,312.0,0.564,5.0,5.8,1
26.7,79.3,73.8,637.0,0.75,4.0,8.5,0
23.6,57.6,29.8,739.0,0.753,25.0,2.1,0
24.4,47.5,21.8,772.0,0.489,3.0,11.8,1
25.9,76.7,35.3,381.0,0.716,5.0,3.2,0
22.1,98.6,34.0,638.0,0.587,8.0,16.7,1
30.1,63.8,25.1,534.0,0.865,14.0,22.1,1
34.6,82.2,79.6,852.0,0.597,18.0,17.5,1
23.2,78.6,43.1,270.0,0.085,8.0,19.2,1
28.9,49.1,45.4,382.0,0.781,6.0,8.2,0
24.6,60.5,30.6,194.0,0.537,4.0,2.8,0
28.2,36.9,28.8,546.0,0.571,8.0,21.4,1
35.4,56.3,54.4,927.0,0.68,17.0,5.9,1
29.1,48.7,11.2,512.0,0.364,7.0,9.8,2
15.4,52.7,19.7,538.0,0.633,10.0,4.5,1
28.7,46.5,34.0,619.0,0.716,13.0,3.9,0
33.4,54.8,59.6,499.0,0.686,9.0,12.4,0
24.7,69.6,32.0,586.0,0.512,10.0,10.7,1
32.0,57.8,44.7,591.0,0.799,9.0,2.2,0
21.9,26.4,38.4,368.0,0.44,3.0,6.1,0
17.1,46.6,58.7,503.0,0.507,8.0,33.5,0
26.8,32.7,12.6,654.0,0.596,8.0,15.3,2
15.5,64.4,49.8,687.0,0.673,21.0,5.6,0
24.6,69.1,34.8,754.0,0.562,4.0,7.4,0
33.7,64.6,52.8,580.0,0.841,8.0,10.5,0
14.5,45.8,24.9,584.0,0.673,5.0,7.4,0
18.3,64.4,38.4,655.0,0.634,20.0,25.3,0
19.8,51.5,36.4,413.0,0.667,15.0,14.6,0
25.6,39.5,22.0,406.0,0.752,8.0,17.5,1
23.8,73.4,17.5,498.0,0.663,0.0,18.8,0
34.4,74.7,28.7,290.0,0.294,16.0,14.6,2
31.7,77.1,40.1,593.0,0.816,2.0,16.1,1
29.0,49.0,25.9,709.0,0.642,1.0,24.5,0
26.9,81.2,32.7,392.0,0.743,13.0,16.7,0
28.4,51.1,7.8,598.0,0.547,10.0,3.6,2
20.8,71.8,32.1,407.0,0.291,9.0,30.7,1
31.1,50.8,54.4,337.0,0.21,4.0,1.6,1
19.3,56.0,49.3,890.0,0.45,1.0,14.2,1
31.0,16.4,36.6,340.0,0.713,0.0,11.3,0
33.1,54.6,41.9,290.0,0.854,9.0,6.9,0
27.3,61.6,24.7,559.0,0.674,2.0,18.9,1
24.9,52.6,64.0,568.0,0.431,11.0,9.1,0
28.4,91.6,71.1,640.0,0.479,2.0,14.8,0
8.8,39.1,40.6,880.0,0.865,8.0,3.2,0
27.8,49.9,79.5,380.0,0.384,3.0,21.3,1
25.3,43.7,27.1,416.0,0.95,13.0,20.0,1
25.7,49.9,18.0,810.0,0.95,9.0,10.3,2
30.2,78.6,26.6,689.0,0.95,8.0,4.7,1
25.6,86.6,34.5,664.0,0.689,3.0,22.3,1
19.2,47.4,75.0,414.0,0.559,2.0,1.8,0
25.2,47.0,33.5,723.0,0.684,9.0,10.7,1
26.4,39.2,24.2,665.0,0.784,4.0,8.1,1
26.7,83.5,23.6,554.0,0.503,7.0,13.9,1
27.0,80.2,56.2,415.0,0.422,7.0,8.0,0
32.2,58.1,54.0,539.0,0.569,7.0,19.3,0
19.5,34.9,30.2,817.0,0.481,15.0,3.6,1
27.1,36.5,8.0,323.0,0.843,7.0,22.5,2
33.7,63.1,19.9,376.0,0.509,3.0,9.3,2
15.6,69.9,65.5,407.0,0.637,11.0,6.7,0
27.1,22.8,49.0,446.0,0.797,11.0,13.6,0
22.5,54.2,39.0,517.0,0.85,4.0,18.5,0
23.8,89.1,67.9,693.0,0.658,3.0,8.7,0
20.6,56.1,69.3,603.0,0.689,9.0,9.3,0
25.0,86.8,37.4,531.0,0.437,2.0,5.2,0
37.0,71.7,37.7,570.0,0.804,9.0,1.6,0
18.4,40.5,28.7,632.0,0.847,18.0,6.4,1
19.0,54.7,33.4,217.0,0.283,11.0,10.4,1
18.2,57.7,14.2,713.0,0.937,19.0,7.6,1
36.4,42.9,14.2,371.0,0.494,7.0,7.7,2
23.2,42.5,10.4,440.0,0.727,7.0,3.6,2
25.8,87.1,55.3,581.0,0.634,8.0,4.2,0
23.6,42.4,13.0,506.0,0.609,10.0,3.5,1
20.3,79.4,69.2,608.0,0.583,9.0,10.6,0
24.6,52.1,26.3,546.0,0.441,3.0,14.0,1
40.7,59.5,65.8,468.0,0.714,7.0,11.0,1
34.4,70.1,32.2,795.0,0.569,15.0,14.6,2
20.9,49.2,12.9,647.0,0.384,3.0,4.1,2
29.9,70.2,58.5,574.0,0.434,8.0,10.0,0
21.0,23.2,60.4,645.0,0.387,10.0,6.8,1
15.3,67.9,23.5,393.0,0.526,10.0,8.8,0
32.1,15.6,32.7,911.0,0.707,2.0,2.3,1
33.0,55.9,23.5,324.0,0.492,3.0,3.4,1
32.3,75.4,36.1,540.0,0.796,15.0,10.4,0
23.2,71.2,39.7,468.0,0.599,14.0,5.2,0
25.0,36.6,32.4,462.0,0.568,7.0,5.5,0
30.5,38.9,8.9,438.0,0.623,9.0,8.2,2
28.3,47.6,28.7,381.0,0.871,3.0,14.2,0
23.6,63.4,49.3,734.0,0.373,2.0,18.2,1
16.3,23.4,34.7,303.0,0.918,1.0,1.8,1
26.7,59.8,32.8,697.0,0.793,2.0,6.5,0
32.5,65.6,23.1,637.0,0.616,9.0,11.4,1
18.8,54.9,28.2,451.0,0.833,6.0,13.8,0
29.8,69.5,60.5,616.0,0.562,8.0,17.1,0
28.0,64.0,19.8,492.0,0.671,7.0,12.8,1
30.5,50.3,49.5,322.0,0.523,3.0,5.6,1
31.2,25.1,38.8,324.0,0.794,9.0,11.2,0
21.8,62.4,41.9,638.0,0.493,16.0,10.2,0
16.3,42.8,26.3,629.0,0.611,3.0,3.3,1
22.8,49.6,32.4,564.0,0.742,7.0,5.1,0
31.3,68.6,37.9,450.0,0.809,11.0,12.2,0
22.7,85.5,29.7,486.0,0.472,14.0,17.1,0
21.8,59.3,43.3,461.0,0.756,10.0,6.2,0
15.1,70.0,45.3,206.0,0.443,3.0,33.5,0
36.5,34.0,72.8,531.0,0.233,1.0,0.5,2
31.0,64.4,42.5,614.0,0.485,5.0,9.5,1
30.6,58.9,7.4,532.0,0.77,6.0,10.4,2
31.8,82.1,56.6,838.0,0.618,14.0,19.5,0
29.5,50.3,34.7,339.0,0.524,5.0,5.5,1
24.5,55.7,70.2,401.0,0.63,3.0,6.3,0
25.0,79.1,61.5,544.0,0.624,4.0,6.4,1
23.4,58.3,29.9,564.0,0.732,10.0,18.8,1
41.8,40.0,49.6,178.0,0.33,7.0,21.2,2
29.3,100.0,28.5,628.0,0.602,6.0,7.3,1
23.2,40.6,38.0,565.0,0.642,15.0,4.5,0
28.8,58.8,48.8,139.0,0.374,1.0,4.6,1
19.9,66.2,55.8,499.0,0.372,13.0,2.8,1
35.0,64.8,52.3,374.0,0.554,0.0,22.8,0
22.0,56.6,39.2,438.0,0.622,12.0,9.7,0
29.0,56.7,77.7,279.0,0.622,8.0,18.1,1
32.4,55.8,32.2,595.0,0.52,7.0,7.9,1
28.3,39.9,12.3,837.0,0.512,8.0,36.9,2
26.6,98.7,15.4,568.0,0.549,12.0,16.1,1
26.1,56.0,61.6,131.0,0.674,2.0,12.3,0
25.7,70.7,36.8,571.0,0.844,11.0,14.2,0
22.5,54.0,40.5,485.0,0.22,13.0,4.2,1
23.3,53.6,29.3,322.0,0.732,6.0,6.5,0
34.9,51.8,30.8,584.0,0.6,4.0,18.0,1
25.3,32.1,25.4,678.0,0.715,1.0,9.9,1
21.3,57.1,45.5,400.0,0.833,35.0,14.8,0
22.9,52.7,36.4,224.0,0.484,8.0,7.7,0
32.6,81.1,45.0,158.0,0.79,1.0,8.9,0
30.1,38.5,43.4,400.0,0.394,3.0,21.6,0
29.4,49.6,31.2,492.0,0.643,4.0,11.2,0
24.5,43.8,14.7,427.0,0.576,13.0,11.5,2
29.4,86.0,13.3,397.0,0.628,3.0,9.2,2
22.1,44.4,86.4,622.0,0.442,4.0,7.1,1
24.4,70.1,61.7,603.0,0.699,11.0,8.1,0
31.8,77.5,59.4,556.0,0.906,5.0,10.0,0
31.2,57.4,27.2,667.0,0.445,7.0,22.4,2
20.1,35.2,38.2,402.0,0.654,2.0,10.0,0
20.9,35.4,25.0,323.0,0.774,2.0,19.6,0
26.7,75.5,17.0,426.0,0.567,3.0,4.6,1
36.4,37.3,28.6,414.0,0.865,7.0,13.5,2
14.5,67.1,59.2,151.0,0.543,7.0,1.6,0
27.7,62.1,51.5,422.0,0.599,8.0,5.3,0
17.7,66.8,22.5,719.0,0.441,15.0,5.5,2
22.2,68.5,33.0,664.0,0.643,4.0,6.6,0
23.8,43.2,50.0,615.0,0.621,1.0,19.5,0
23.5,42.4,28.9,544.0,0.734,12.0,1.7,0
22.8,72.9,39.3,781.0,0.505,8.0,21.3,1
26.0,48.7,44.4,329.0,0.497,11.0,1.5,0
22.8,10.5,44.3,346.0,0.703,8.0,7.4,0
17.2,71.7,42.1,722.0,0.871,4.0,7.7,0
30.7,41.3,27.5,525.0,0.733,4.0,26.0,2
30.5,68.4,29.2,399.0,0.95,4.0,15.6,0
31.1,85.1,19.9,619.0,0.72,16.0,31.9,2
16.8,60.3,13.0,441.0,0.713,26.0,35.2,1
27.8,77.9,36.2,369.0,0.742,10.0,19.4,1
30.1,62.8,51.1,364.0,0.888,6.0,5.2,0
19.8,88.6,15.9,578.0,0.843,4.0,13.1,2
26.1,40.9,42.4,557.0,0.425,9.0,10.5,0
25.3,59.9,50.6,793.0,0.764,2.0,6.2,0
37.1,72.1,8.6,468.0,0.668,10.0,18.7,2
37.5,56.6,33.7,465.0,0.585,4.0,2.7,0
16.0,80.7,64.3,779.0,0.301,0.0,4.6,1
41.0,52.2,46.8,697.0,0.343,19.0,1.7,2
20.5,97.2,8.1,546.0,0.554,12.0,4.1,2
31.9,98.2,48.5,239.0,0.356,2.0,4.9,1
31.8,65.1,26.0,374.0,0.558,13.0,8.6,1
20.0,69.9,49.1,330.0,0.749,4.0,19.7,0
29.0,81.5,27.0,527.0,0.515,13.0,6.5,1
25.4,38.6,37.2,428.0,0.635,6.0,20.0,0
29.3,36.4,29.4,809.0,0.427,7.0,34.7,1
27.4,82.6,38.1,237.0,0.674,7.0,21.9,0
33.2,64.9,28.9,311.0,0.711,6.0,4.3,0
26.5,55.9,34.4,564.0,0.364,3.0,5.6,1
25.0,60.2,19.2,614.0,0.485,19.0,20.1,2
32.6,17.1,45.9,54.0,0.392,10.0,5.5,1
29.5,56.6,40.8,208.0,0.712,2.0,10.4,0
30.4,46.4,12.1,473.0,0.65,4.0,13.7,2
22.0,76.5,53.9,764.0,0.611,19.0,16.4,0
19.7,77.9,35.2,860.0,0.597,2.0,11.5,1
22.6,70.4,40.6,445.0,0.678,10.0,3.4,0
22.3,67.1,50.2,489.0,0.682,3.0,7.1,0
30.7,33.0,43.3,369.0,0.531,4.0,21.9,0
31.9,70.6,56.6,634.0,0.506,6.0,9.8,1
25.1,71.3,33.3,795.0,0.609,9.0,29.8,1
34.6,82.4,54.6,746.0,0.586,7.0,12.0,0
34.2,98.1,40.0,515.0,0.95,2.0,4.8,0
27.5,29.5,46.1,369.0,0.551,19.0,14.9,0
21.1,53.0,44.5,521.0,0.672,11.0,22.7,0
35.5,46.6,57.9,769.0,0.704,15.0,10.9,1
25.6,63.1,49.5,448.0,0.872,6.0,11.0,0
26.8,60.2,30.9,193.0,0.474,12.0,13.0,1
24.0,55.8,27.7,455.0,0.861,15.0,14.1,1
20.7,78.5,37.2,470.0,0.593,9.0,5.7,0
17.2,40.2,25.8,192.0,0.95,8.0,1.8,0
29.8,41.3,21.2,562.0,0.685,10.0,15.5,2
21.3,41.6,4.0,611.0,0.399,10.0,9.8,2
44.4,53.5,13.2,855.0,0.585,9.0,13.2,2
19.5,37.9,69.8,280.0,0.861,13.0,8.5,0
18.5,59.1,27.5,651.0,0.635,6.0,13.3,1
29.1,57.0,68.5,694.0,0.609,18.0,4.4,0
35.2,45.8,44.5,614.0,0.749,1.0,7.3,0
26.4,75.7,37.2,339.0,0.558,11.0,4.3,0
29.4,58.9,14.0,328.0,0.582,17.0,7.4,2
14.9,79.1,38.1,537.0,0.45,4.0,2.9,0
21.9,56.5,68.3,536.0,0.931,5.0,16.6,0
19.6,59.6,62.9,419.0,0.4,18.0,25.4,0
14.6,49.9,42.4,752.0,0.651,11.0,3.1,0
26.7,59.9,19.6,448.0,0.706,12.0,9.9,2
12.5,72.8,22.7,179.0,0.618,6.0,8.5,0
18.1,52.6,24.4,480.0,0.394,5.0,26.1,2
22.8,69.3,58.5,606.0,0.44,6.0,10.4,0
21.0,45.4,64.1,582.0,0.714,5.0,21.2,0
28.4,73.7,41.1,580.0,0.48,6.0,15.8,0
27.8,49.6,33.2,789.0,0.247,10.0,12.1,2
31.4,75.3,62.8,319.0,0.69,5.0,6.3,0
30.5,61.1,22.3,444.0,0.463,3.0,12.2,1
32.8,87.4,38.8,798.0,0.734,17.0,4.2,1
26.0,39.2,45.4,166.0,0.584,4.0,7.3,0
27.8,33.4,24.2,510.0,0.575,5.0,1.5,1
29.1,48.9,27.8,741.0,0.629,2.0,23.6,1
26.8,35.1,26.6,739.0,0.415,9.0,11.1,2
23.6,35.1,60.7,639.0,0.471,4.0,23.1,1
24.0,71.2,68.6,643.0,0.573,2.0,10.8,0
21.1,59.9,39.8,333.0,0.414,13.0,11.4,1
28.5,51.4,33.7,767.0,0.748,22.0,15.1,2
25.4,53.0,28.4,304.0,0.565,4.0,9.3,0
22.0,49.2,38.0,315.0,0.359,11.0,8.5,0
22.0,89.7,29.2,590.0,0.519,9.0,7.6,1
18.7,46.8,36.4,431.0,0.638,8.0,4.5,0
31.9,36.2,44.6,557.0,0.54,2.0,7.6,1
26.5,74.3,31.5,598.0,0.692,8.0,19.8,0
20.8,56.1,35.0,840.0,0.723,12.0,7.1,1
30.9,96.7,35.0,598.0,0.95,26.0,33.9,1
22.6,50.5,32.9,409.0,0.827,1.0,1.7,0
17.6,75.2,30.9,642.0,0.325,11.0,20.4,1
32.1,79.5,50.2,370.0,0.555,8.0,8.2,1
22.8,50.6,9.7,684.0,0.572,6.0,13.9,1
23.5,46.6,63.2,532.0,0.724,17.0,4.7,0
26.2,73.3,40.2,592.0,0.452,4.0,2.2,0
32.9,70.3,47.8,199.0,0.524,21.0,17.7,0
26.1,34.6,49.6,115.0,0.396,1.0,23.1,2
18.8,39.7,26.7,250.0,0.512,5.0,10.1,0
29.3,14.3,23.4,834.0,0.518,14.0,7.1,2
23.1,70.7,21.5,313.0,0.564,8.0,9.5,0
37.3,55.3,34.0,652.0,0.406,4.0,9.5,1
26.0,57.1,49.2,404.0,0.797,5.0,8.1,0
12.6,29.6,28.7,477.0,0.705,10.0,10.9,0
28.1,40.2,47.7,512.0,0.359,3.0,14.5,1
37.7,51.4,3.0,816.0,0.625,18.0,13.6,2
35.5,47.9,31.8,625.0,0.338,7.0,6.0,1
37.0,62.1,56.7,589.0,0.862,6.0,8.2,1
19.9,70.5,35.3,753.0,0.911,9.0,4.0,0
31.5,100.0,24.7,406.0,0.61,2.0,13.3,0
21.7,59.6,27.5,712.0,0.467,8.0,5.1,1
27.3,80.1,3.0,682.0,0.5,28.0,0.9,2
18.4,45.1,21.8,680.0,0.538,6.0,6.5,2
22.1,29.9,54.9,492.0,0.601,8.0,13.8,0
21.9,53.7,28.7,441.0,0.867,12.0,14.3,1
31.4,31.2,30.6,363.0,0.792,18.0,20.2,1
30.8,60.3,3.0,375.0,0.795,8.0,37.6,2
27.7,46.0,11.9,355.0,0.651,6.0,9.8,1
17.9,24.8,57.0,586.0,0.412,13.0,8.5,2
24.1,91.2,47.9,479.0,0.481,3.0,10.8,0
21.5,50.3,17.2,598.0,0.631,18.0,7.3,1
31.2,30.5,27.9,608.0,0.404,15.0,3.6,2
33.1,76.2,37.5,329.0,0.675,13.0,3.3,0
32.3,46.9,18.9,324.0,0.765,9.0,9.0,1
21.5,79.6,5.9,479.0,0.718,11.0,24.6,2
9.6,46.8,35.5,380.0,0.711,11.0,6.9,0
15.4,50.3,47.2,362.0,0.284,9.0,16.1,1
34.5,66.2,47.5,825.0,0.86,4.0,21.6,1
23.6,70.7,52.0,244.0,0.338,11.0,15.9,1
21.5,73.8,13.1,884.0,0.593,2.0,17.2,1
35.9,58.4,38.9,572.0,0.731,3.0,3.6,0
33.6,69.5,33.7,698.0,0.685,18.0,8.0,1
26.1,73.4,36.6,676.0,0.39,3.0,2.4,1
24.2,63.6,34.6,631.0,0.422,16.0,5.9,1
25.2,57.4,27.4,819.0,0.672,3.0,3.3,0
27.4,34.0,3.0,325.0,0.712,6.0,13.9,2
35.6,70.8,56.6,492.0,0.421,7.0,3.3,1
28.5,60.8,43.3,366.0,0.691,2.0,3.3,0
30.4,52.6,14.3,215.0,0.347,10.0,9.3,2
33.0,83.0,45.6,401.0,0.732,2.0,1.6,0
19.0,34.3,30.8,857.0,0.461,2.0,35.4,1
30.5,89.6,31.3,489.0,0.634,2.0,7.9,0
24.2,59.6,25.7,877.0,0.604,1.0,21.3,1
10.9,65.7,46.6,895.0,0.829,13.0,3.5,1
